College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
"Loyola College, Chennai",Tamil Nadu,Arts,654,670,8.6,8.7,8.2,8.3,8.9,8.4,8.8
"Presidency College, Chennai",Tamil Nadu,Arts,654,870,8.2,8.8,7.3,8.9,8.1,7.6,8.6
Madras Christian College,Tamil Nadu,Arts,654,670,8.6,8.5,7.9,8.6,8.7,8.4,9.2
Women'S Christian College,Tamil Nadu,Arts,654,670,8.7,9,7.9,8.8,9.1,8.5,8.9
"Guru Nanak College, Chennai",Tamil Nadu,Arts,654,670,7.9,8.2,7.1,8,8.4,7.3,8.5
"Kamadhenu College Of Arts & Science, Dharmapuri",Tamil Nadu,Arts,654,670,7.7,8,7,8,7,9,7
"Ethiraj College For Women, Chennai",Tamil Nadu,Arts,654,670,8.1,8.5,7.3,8.2,7.9,7.9,8.6
"M.O.P. Vaishnav College For Women, Chennai",Tamil Nadu,Arts,654,670,8.5,8.7,8.1,8.7,8.4,8.3,9
"Quaide-E-Millath Government College For Women (Autonomous), Chennai",Tamil Nadu,Arts,654,670,6.7,6.5,6.5,7.7,7,5,7.3
"Loganatha Narayanasamy Government College, Ponneri",Tamil Nadu,Arts,654,670,6.5,8,5.5,7,5.5,6,7
"Ramakrishna Mission Vivekananda College, Chennai",Tamil Nadu,Arts,265,815,8.2,8.8,7.8,8.6,7.8,8.1,8
"Sri Krishna Arts And Science College, Coimbatore",Tamil Nadu,Arts,654,670,8.5,8.6,7.8,8.6,8.9,8.7,8.5
"Hindusthan College Of Arts And Science- [Hicas],",Tamil Nadu,Arts,654,670,7.5,7.7,6.5,7.4,8.4,7.5,7.3
"Cbm College Of Arts And Science, Coimbatore",Tamil Nadu,Arts,654,670,5.3,6,3.5,6,6,3.5,6.5
"Cms College Of Science And Commerce, Coimbatore",Tamil Nadu,Arts,654,670,8.2,8.3,7.4,8.1,8.5,8,8.7
Rathinam College Of Arts And Science,Tamil Nadu,Arts,654,670,8.2,7.6,7.5,8.1,8.7,8.1,9
"Queen Mary'S College, Chennai",Tamil Nadu,Arts,592,670,7.6,7.9,6.9,8.3,6.8,7.6,8.2
"Psg College Of Arts And Science, Coimbatore",Tamil Nadu,Arts,654,670,8.3,8.5,7.9,8.2,8.5,8.2,8.7
"Kongunadu Arts And Science College, Coimbatore",Tamil Nadu,Arts,654,670,7.3,8,6.7,8.3,7.3,6.3,7
Bharathiar University,Tamil Nadu,Arts,654,670,7.8,8,7.6,8.1,7.7,7.5,7.9
"Meenakshi College For Women, Chennai",Tamil Nadu,Arts,654,670,7.4,8.1,6.5,7.8,7.2,7.9,7.1
Justice Basheer Ahmed Sayeed College For Women,Tamil Nadu,Arts,654,670,8.1,8.3,6.9,8.7,8.5,7.9,8.3
"Sdn Bhatt Vaishnav College For Women, Chennai",Tamil Nadu,Arts,654,670,8.6,8.8,7.9,8.8,8.7,8.6,8.8
Dr Gr Damodaran College Of Science,Tamil Nadu,Arts,654,670,7.5,8,6.3,7.9,7.5,7.2,8.2
"Stella Maris College, Chennai",Tamil Nadu,Arts,654,670,8.2,8.8,7.5,8.6,8.4,7.6,8.5
Ponnaiyah Ramajayam Institute Of Science And Technology,Tamil Nadu,Arts,654,670,6.5,6.8,6.4,6.9,7,5.4,6.3
"Nirmala College For Women, Coimbatore",Tamil Nadu,Arts,654,670,8.6,9,8.5,8.5,9,8.3,8.1
"Pachaiyappa'S College, Chennai",Tamil Nadu,Arts,654,901,6.6,6.6,6.2,7.2,6.9,5.2,7.6
Dr. Mgr Janaki College Of Arts And,Tamil Nadu,Arts,654,670,5.6,6.5,4.8,5.2,5,5.2,6.8
"Psgr Krishnammal College For Women, Coimbatore",Tamil Nadu,Arts,654,670,8.8,9.1,8.3,8.6,8.9,8.7,9
"St. Xavier'S College, Mumbai",Maharashtra,Arts,654,670,8.2,8.7,7.3,8.3,8.8,7.6,8.7
"Fergusson College, Pune",Maharashtra,Arts,654,670,8.1,8.5,7.3,8.2,8.5,7.1,8.7
K J Somaiya College Of Arts &,Maharashtra,Arts,654,670,8.1,8.1,8.4,7.8,8.8,7,8.5
Jai Hind College,Maharashtra,Arts,654,670,8.5,8.5,8.3,8.5,8.4,7.8,9.2
"Ramnarain Ruia Autonomous College, Mumbai",Maharashtra,Arts,654,670,7.9,8.4,7,8,8.4,6.6,8.9
Kishinchand Chellaram College,Maharashtra,Arts,654,670,8.3,8.6,7.9,8.5,8.4,7.4,8.7
St Andrew'S College Of Arts Science And,Maharashtra,Arts,654,670,8.2,8.4,7.2,8.3,8.6,7.6,8.8
Modern College Of Arts Science And Commerce,Maharashtra,Arts,654,670,7.5,8,6.6,8.3,7.3,6.9,7.6
"Sophia College For Women, Mumbai",Maharashtra,Arts,654,670,8.6,9.1,8.4,9.1,9.5,6.6,9
"St. Mira'S College For Girls, Pune",Maharashtra,Arts,654,670,6.9,7.2,6.1,8.3,6.8,5.6,7.2
Kelkar Education Trust'S V.G. Vaze College Of,Maharashtra,Arts,654,670,8.4,8.9,7.8,8.7,8.7,7.7,8.7
"M.E.S. Abasaheb Garware College, Pune",Maharashtra,Arts,654,670,8,8.6,7.6,8.6,8.1,7,8.1
"Symbiosis College Of Arts And Commerce, Pune",Maharashtra,Arts,654,670,8.3,8.8,7.5,8.6,7.7,8.2,8.9
"Wilson College, Mumbai",Maharashtra,Arts,654,670,7.4,7.7,6.7,7.9,7.7,6.1,8.3
"Elphinstone College, Mumbai",Maharashtra,Arts,654,670,7.5,8.1,6.8,7.9,7.9,6.5,8
"Mithibai College Of Arts, Mumbai",Maharashtra,Arts,654,670,8.5,8.5,8.3,8.4,8.9,7.6,9
"Abeda Inamdar Senior College, Pune",Maharashtra,Arts,654,670,7.6,7.9,7.1,8.2,8.1,6.8,7.5
Sies College Of Arts Science And Commerce,Maharashtra,Arts,654,670,7.7,8.4,6.6,8.4,7.6,6.9,8.3
Ramniranjan Jhunjhunwala College,Maharashtra,Arts,654,670,8,8.8,5.9,9.1,7.9,8,8.4
"Vinayakrao Patil Mahavidyalaya, Aurangabad",Maharashtra,Arts,654,670,7.3,7.5,7,7,8,7,7
St Francis De Sales College,Maharashtra,Arts,654,670,8,8.3,7.5,8.7,8.3,6.8,8.4
"Dr. D.Y. Patil Arts, Science And Commerce",Maharashtra,Arts,654,670,8,8.3,7.3,8.3,8.5,7.4,8.1
"Gramonnati Mandal'S Arts, Commerce & Science College",Maharashtra,Arts,654,670,6.7,7,6,7,7,6,7
"Pws College Of Arts & Commerce, Nagpur",Maharashtra,Arts,654,670,7.6,8.7,4.3,9.7,8.3,4.7,8.1
"Hislop College, Nagpur",Maharashtra,Arts,654,670,8,8.3,7.2,8.6,8,7.5,8.6
"Poona College Of Arts, Science And Commerce",Maharashtra,Arts,654,670,7,7.4,6.1,8.7,7.7,4.7,7.1
Dr Babasaheb Ambedkar Marathwada University,Maharashtra,Arts,654,670,7.1,7.4,6.4,8,7.1,5.8,7.8
Dhanwate National College,Maharashtra,Arts,654,670,7.4,7.6,6.4,8,8.4,6.2,8
"Vasantrao Naik Mahavidyalaya, Aurangabad",Maharashtra,Arts,654,670,5.6,7.5,3.5,8,4.5,3,7
"Yashwantrao Mohite College, Pune",Maharashtra,Arts,654,670,5,5.8,4.4,5.7,5,4.3,4.6
Indian Institute Of Technology,Uttar Pradesh,Arts,654,670,8.9,9.1,8.4,8.7,9.3,8.9,9.1
"National Post Graduate College, Lucknow",Uttar Pradesh,Arts,654,670,7.6,8.6,7.4,8.5,7.6,6.8,6.7
Isabella Thoburn Degree College,Uttar Pradesh,Arts,654,670,7.7,8.5,7.2,8.4,7.8,5.9,8.2
Chhatrapati Shahu Ji Maharaj University,Uttar Pradesh,Arts,654,670,7.1,7.2,6.6,7.5,8,5.8,7.7
University Of Lucknow,Uttar Pradesh,Arts,654,670,7.4,7.9,7,7.8,7.7,6.1,7.6
"Dav Post Graduate College, Varanasi",Uttar Pradesh,Arts,654,670,7.5,8.7,6.1,8.8,7.9,5.3,8.3
"Avadh Girls' Degree College, Lucknow",Uttar Pradesh,Arts,654,670,7.2,7.6,6.9,7.9,6.5,6.4,8
"J.V.Jain College, Saharanpur",Uttar Pradesh,Arts,654,670,6.5,7.7,5,8.1,6.5,5.3,6.5
Baba Baijnath Degree College,Uttar Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Navyug Kanya Mahavidyalaya, Lucknow",Uttar Pradesh,Arts,654,670,5.9,6.8,4.6,7.4,5,5.1,6.4
"Dhirendra Mahila Mahavidyalaya, Varanasi",Uttar Pradesh,Arts,654,670,8.5,8.8,7.8,8.9,8.3,8.1,8.8
Brahmavart Post Graduate College,Uttar Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Amity University, Lucknow",Uttar Pradesh,Arts,654,670,8.1,8,7.6,8.1,8.8,7.1,8.8
"Dr Rammanohar Lohiya Mahavidyalaya, Kanpur",Uttar Pradesh,Arts,654,670,6.2,5.5,5.5,5.5,6,5.5,9
"Shri Jai Narain Pg College, Lucknow",Uttar Pradesh,Arts,654,670,7.1,7.5,6.6,7.6,7.3,6.4,7.4
"Mahila Vidyalaya Pg College, Lucknow",Uttar Pradesh,Arts,654,670,6.7,8.2,7.4,8,8,3,9
"Christ Church College -[Ccc], Kanpur",Uttar Pradesh,Arts,654,670,7.3,8,5.9,8.1,7.8,5.9,8.1
"Manohar Lal Mahavidhyalaya, Kanpur",Uttar Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Shia Pg College, Lucknow",Uttar Pradesh,Arts,654,670,6.5,8.6,4.3,7.2,6.5,5.2,6.9
"Baba Baruadas Pg College, Ambedkar Nagar",Uttar Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Dayanand Brajendra Swarup College,Uttar Pradesh,Arts,654,670,7.1,8,6.6,7.9,6.9,5.8,7.5
Pandit Prithi Nath College,Uttar Pradesh,Arts,654,670,6.1,7.6,4,7.1,6.2,5.9,5.9
"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Uttar Pradesh,Arts,654,670,7.2,7.2,6.7,7.6,8.9,5.9,6.6
Mahatma Gandhi Kashi Vidyapith,Uttar Pradesh,Arts,654,670,7.1,7.5,6.9,7.9,7.5,5.6,7.3
Dayanand Danku Paraga Gyan Uday Mahavidyalaya,Uttar Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Lucknow Christian Degree College, Lucknow",Uttar Pradesh,Arts,654,670,7.3,8.4,6.4,8.6,7.9,5.4,7.3
"Eram Girls Degree College, Lucknow",Uttar Pradesh,Arts,654,670,8.4,9,8,9,8,7.5,8.1
"Shree Shakti Degree College, Kanpur",Uttar Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Rama Degree College, Lucknow",Uttar Pradesh,Arts,654,670,8.8,9,8,8.2,8,7.5,8.1
"Vssd College, Kanpur",Uttar Pradesh,Arts,654,670,6.3,7.7,6.2,7.2,6.7,4.6,5.6
Lady Shri Ram College For Women,Delhi Ncr,Arts,654,670,8.5,8.8,7.9,8.6,8.6,8,8.9
"Miranda House, New Delhi",Delhi Ncr,Arts,654,670,8.6,9.1,8.5,8.5,9.3,7.1,8.9
"Hindu College, New Delhi",Delhi Ncr,Arts,654,670,8.4,8.8,7.9,8.7,8.5,7.6,9
Hansraj College,Delhi Ncr,Arts,654,670,8.4,8.7,7.9,8.7,8.5,7.8,8.9
"Ramjas College, New Delhi",Delhi Ncr,Arts,654,670,7.9,8.4,7.1,8.4,7.9,7,8.5
Jesus And Mary College,Delhi Ncr,Arts,654,670,7.9,8.6,6.9,8.1,8.5,7.1,8.4
"Gargi College, New Delhi",Delhi Ncr,Arts,654,670,8.2,8.5,7.2,8.6,8,7.8,9
"Sri Venkateswara College, New Delhi",Delhi Ncr,Arts,654,670,8.3,8.7,7.8,8.5,8.2,7.9,8.8
Delhi College Of Arts And Commerce,Delhi Ncr,Arts,654,670,7.9,8.3,7.3,8.2,7.1,7.9,8.8
Shri Ram College Of Commerce,Delhi Ncr,Arts,654,670,8.8,9.1,7.7,9.1,8.9,8.9,9.1
Maharaja Agrasen College,Delhi Ncr,Arts,654,670,7.7,8.2,6.7,8.1,8.7,6.5,7.9
Indraprastha College For Women,Delhi Ncr,Arts,654,670,8,8.8,7.6,8.2,8.8,7.1,7.5
Aditi Mahavidyalaya,Delhi Ncr,Arts,654,670,7.3,7.7,6.5,8,7,7.1,7.3
"Kalindi College, New Delhi",Delhi Ncr,Arts,654,670,7.4,8.6,6.4,8.4,7,6.3,7.8
"Lingaya'S Vidyapeeth, Faridabad",Delhi Ncr,Arts,654,670,7.8,8,7.5,8.1,7.7,7.3,8.1
Manav Rachna International Institute Of Research And,Delhi Ncr,Arts,654,670,7.5,7.4,7.3,7.5,8.3,6.6,7.6
Kamala Nehru College,Delhi Ncr,Arts,654,670,8.1,8.7,7.6,8.8,7.3,7.2,8.7
Indian Institute Of Technology,Delhi Ncr,Arts,654,670,8.7,9,7.8,8.7,8.9,9,9
"St Stephen'S College, New Delhi",Delhi Ncr,Arts,654,670,8.7,9.2,7.6,9.1,8.6,8.6,9.1
Indian Institute Of Mass Communication,Delhi Ncr,Arts,654,670,7.3,7.8,6.5,7.5,7.4,7.6,7
Jawaharlal Nehru University,Delhi Ncr,Arts,654,670,8.5,9,8.2,9,8.7,7.2,9.1
Kirori Mal College,Delhi Ncr,Arts,654,670,8.2,8.7,7.6,8.6,7.9,7.3,8.9
Atma Ram Sanatan Dharma College,Delhi Ncr,Arts,654,670,7.8,8.4,6.7,8.4,8,6.8,8.7
"Deen Dayal Upadhyaya College, New Delhi",Delhi Ncr,Arts,654,670,7.9,8.4,7.4,8.3,8.4,6.5,8.2
"Jamia Millia Islamia University-[Jmi], New Delhi",Delhi Ncr,Arts,654,670,8,8.4,7.6,8.3,8.4,7.2,8.2
"Lady Irwin College, New Delhi",Delhi Ncr,Arts,654,670,8.2,9,6.9,8.9,8.7,6.8,9
"Ajk Mass Communication Research Centre, New Delhi",Delhi Ncr,Arts,654,670,7.7,8.5,7,8.3,8.3,8.8,5.3
Sri Guru Tegh Bahadur Khalsa College,Delhi Ncr,Arts,654,670,7.8,8.2,7.2,8.2,8.1,6.8,8.3
"Jamia Hamdard University, New Delhi",Delhi Ncr,Arts,654,670,7.5,8.1,7.3,7.8,8.1,6.5,7.4
Shaheed Rajguru College Of Applied Sciences For,Delhi Ncr,Arts,654,670,7.9,8.3,7.3,8.3,8.8,6.5,8.1
"Silver Jubilee Government Degree College, Kurnool",Andhra Pradesh,Arts,654,670,7.7,8.3,6.1,9,7.7,7.1,7.9
"Dr. Lankapalli Bullayya College, Visakhapatnam",Andhra Pradesh,Arts,654,670,8.2,8.7,7.5,8.6,9,6.8,8.3
Pvkn Govt Degree College,Andhra Pradesh,Arts,654,670,8.9,9.7,7.7,9,8.7,8.3,9.7
"Andhra University, Dr. B. R. Ambedkar College",Andhra Pradesh,Arts,654,670,8.5,9.5,7.5,9.5,8,8,8.5
Andhra Loyola College,Andhra Pradesh,Arts,654,670,8,8.5,7.4,8.5,8.6,7,8.2
K L University,Andhra Pradesh,Arts,654,670,8.3,8.5,7.6,8.3,8.8,8.3,8.2
Ifmr Graduate School Of Business,Andhra Pradesh,Arts,654,670,8.2,8.3,8.1,8.4,8.3,8.5,7.8
Sri Venkateswara University,Andhra Pradesh,Arts,654,670,8.1,7.9,8.3,8.2,7.9,7.7,8.4
Gitam Institute Of Management,Andhra Pradesh,Arts,654,670,8.5,8.6,7.3,8.8,9.2,8.4,8.7
"Vignanâ€™S Foundation For Science, Technology, And Research,",Andhra Pradesh,Arts,654,670,8.2,8.2,8.4,8.5,8.2,7.7,8.4
Acharya Nagarjuna University,Andhra Pradesh,Arts,654,670,7.3,7.7,7,7.2,8,5.7,8.2
"Krea University, Sri City",Andhra Pradesh,Arts,654,670,8.6,8.2,8.6,8.7,8.6,8.8,8.8
Indian Institute Of Management Visakhapatnam,Andhra Pradesh,Arts,654,670,8.9,8.8,9,9,8.8,8.8,8.8
Indian Institute Of Technology,Andhra Pradesh,Arts,654,670,8.6,9,8.1,8.8,8.7,8.2,8.9
Centurion University Of Technology And Management,Andhra Pradesh,Arts,654,670,7.8,8,7.2,8.3,7.6,7.4,8.3
Vit University,Andhra Pradesh,Arts,654,670,8.2,8.3,7.9,8.3,8.1,8.4,8.1
"Srm University, Amaravathi",Andhra Pradesh,Arts,654,670,8.7,8.7,8.1,9.2,9.2,8.4,8.4
"Madanapalle Institute Of Technology & Science, Madanapalle",Andhra Pradesh,Arts,654,670,8.4,8.5,7.6,8.7,8.3,8.5,8.5
"Risali Institute Of Management, Visakhapatnam",Andhra Pradesh,Arts,654,670,8.4,8.2,8.3,8.3,8.8,8.4,8.4
"Andhra University, College Of Science & Technology,",Andhra Pradesh,Arts,654,670,8,8.6,6.4,8.8,8.3,7.1,8.7
Siddartha Educational Academy Group Of Institutions,Andhra Pradesh,Arts,654,670,6.2,6.3,4.6,6.9,7.6,5.3,6.4
"Agl Degree And Pg College, Visakhapatnam",Andhra Pradesh,Arts,654,670,7.4,7.5,6,9,8,6,8
"Adoni Arts And Science College, Adoni",Andhra Pradesh,Arts,654,670,8.2,8.5,7.3,8.5,8.3,7.8,8.7
A.G & S.G Siddhartha Degree College Of,Andhra Pradesh,Arts,654,670,8.5,8.9,7.6,8.9,8.4,8.4,8.8
Akkineni Nageswara Rao College,Andhra Pradesh,Arts,654,670,8.6,9,9,8.3,8,7.5,8.1
"Andhra Muslim College Of Arts And Science,",Andhra Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Annabattuni Satyanarayana Degree College, Guntur",Andhra Pradesh,Arts,654,670,6.9,7.7,6,8,6.3,8.3,5
"Besant Theosophical College, Madanapalle",Andhra Pradesh,Arts,654,670,8.3,8.5,8.5,8.5,8,8,8.5
Ch S D St Theresa'S Atonomous College,Andhra Pradesh,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"Christ University, Bangalore",Karnataka,Arts,654,670,8.3,8.5,7.4,8.2,8.9,8.1,8.8
"Vivekananda Degree College, Bangalore",Karnataka,Arts,654,670,7.4,8.2,6.5,8.3,7.4,6.5,7.4
Kristu Jayanti College,Karnataka,Arts,654,670,8.4,8.9,7.7,8.4,8.9,8.1,8.5
Maharani Lakshmi Ammanni College For Women,Karnataka,Arts,654,670,8,8.6,7,8.6,7.9,7.9,8.2
Jyoti Nivas College,Karnataka,Arts,654,670,7.8,8.2,7.4,8.3,7.7,7,8.4
"The National Degree College, Bangalore",Karnataka,Arts,654,670,7.3,8.3,6.3,8.5,7.2,6.9,6.8
"Mes College Of Arts, Commerce & Science,",Karnataka,Arts,654,670,7.3,8,6.2,8,6.5,6.6,8.2
"Nmkrv College For Women, Bangalore",Karnataka,Arts,654,670,7.9,7.9,7.3,8.4,8.1,6.9,8.7
Mount Carmel College,Karnataka,Arts,654,670,8.3,8.3,7.8,8.2,8.3,7.9,9.1
"Bes Degree College Jayanagar, Bangalore",Karnataka,Arts,654,670,7.4,8,7.7,8.5,7,6,7.3
Garden City University,Karnataka,Arts,654,670,7.8,7.7,7.5,7.8,8.2,7.3,8.5
"Ramaiah College Of Arts, Science And Commerce",Karnataka,Arts,654,670,7.9,8.1,7.9,8,8.3,7,8.3
B.R. Tambakad Arts Commerce And Science First,Karnataka,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Kle Society'S S. Nijalingappa College,Karnataka,Arts,654,670,7.5,8,6.2,8.1,8.1,6.7,8
Hasanath College For Women,Karnataka,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
Indian Institute Of Management,Karnataka,Arts,654,670,9.1,9,9,9.1,9.2,9.2,8.9
National Law School Of India University,Karnataka,Arts,654,670,8.8,9.1,8.6,9.3,8.1,9.1,8.8
Welcomgroup Graduate School Of Hotel Administration,Karnataka,Arts,654,670,8.8,8.7,8.3,8.6,8.7,9.1,9.3
Manipal Academy Of Higher Education,Karnataka,Arts,654,670,8.4,8.5,8.2,8.6,8.8,7.8,8.4
St Joseph'S College,Karnataka,Arts,654,670,8.1,8.4,7.3,8.4,8.3,7.6,8.6
"St. Aloysius College, Mangalore",Karnataka,Arts,654,670,7.9,8.4,7.1,8.1,8.3,7.1,8.6
"Jss Academy Of Higher Education & Research,",Karnataka,Arts,654,670,8.2,8.3,7.5,8.6,8.5,8,8
Bangalore Medical College And Research Institute,Karnataka,Arts,654,670,8.4,8.6,7.7,8.2,7.9,9.3,8.5
"Jd Institute Of Fashion Technology, Bangalore",Karnataka,Arts,654,670,8.2,8.7,5.5,9.6,7.7,7.7,9.8
Ks Hegde Medical Academy,Karnataka,Arts,654,670,8.6,9,8.4,9.6,8.4,8.2,8.2
Manipal Institute Of Technology,Karnataka,Arts,654,670,8.7,8.5,8.5,8.1,9.4,8.1,9.3
Manipal School Of Architecture And Planning,Karnataka,Arts,654,670,7.4,8.2,6.8,7,8.4,5.6,8.2
St George College Of Management Science And,Karnataka,Arts,654,670,6.4,7.5,5.5,8,6,5,6.3
"Aims Institutes, Bangalore",Karnataka,Arts,654,670,7.3,7.8,6.6,8.1,6.5,7.2,7.3
Indian Academy Group Of Institutions,Karnataka,Arts,654,670,7.9,8.6,7.6,8.5,7.5,7.8,7.6
Kasturba Gandhi Degree And Pg College For,Telangana,Arts,654,670,8,8.1,7,8.3,8.6,7.1,8.8
"Nizam College, Hyderabad",Telangana,Arts,654,670,8.2,8.3,7.5,8.6,8.3,7.6,8.7
A.V. College Of Arts Science And Commerce,Telangana,Arts,654,670,8,8.1,6.3,8.1,8.7,7.8,8.9
Osmania University College For Women,Telangana,Arts,654,670,8.2,8,8.4,8.7,8.5,6.5,9
"Loyola Academy Degree And Pg College, Secunderabad",Telangana,Arts,654,670,8.1,8.5,7.2,8.4,8.5,7.7,8.4
"St Ann'S College For Women, Hyderabad",Telangana,Arts,654,670,8.1,8.6,6.9,8.7,8.5,7.7,8.4
"St Francis College For Women, Hyderabad",Telangana,Arts,654,670,8.5,8.9,7.2,8.5,8.9,8.6,9
Sarojini Naidu Vanita Mahavidyalaya,Telangana,Arts,654,670,9.4,9.8,9.8,8.5,9.5,9,9.5
Raja Bahadur Venkat Rama Reddy Women'S College,Telangana,Arts,654,670,8.2,7.8,7.6,8.6,8.3,7.9,8.7
Indian Institute Of Technology,Telangana,Arts,654,670,8.5,8.7,8,8.7,8.5,8.3,8.6
University Of Hyderabad,Telangana,Arts,654,670,8.4,8.7,7.6,8.5,9,7.5,8.8
National Institute Of Technology,Telangana,Arts,654,670,8.4,8.6,7.9,8.2,8.5,8.6,8.4
Icfai Foundation For Higher Education,Telangana,Arts,654,670,8.2,8.3,7.5,8.1,8.6,7.8,8.9
International Institute Of Information Technology,Telangana,Arts,654,670,8.3,9,8.2,8.5,7.8,9.2,6.9
Jawaharlal Nehru Technological University,Telangana,Arts,654,670,8,8.3,7.7,7.8,8.3,7.6,8.3
Icfai Business School,Telangana,Arts,654,670,8.2,8.2,8,8.1,8.5,7.8,8.7
Jawaharlal Nehru Architecture And Fine Arts University,Telangana,Arts,654,670,6.5,7.9,4.7,7.1,7.1,6,6.4
Osmania University,Telangana,Arts,654,670,7.9,8.3,7.5,8,8,7.7,7.9
Kakatiya University,Telangana,Arts,654,670,7.2,7.4,6.8,7.6,7.2,6.8,7.4
Directorate Of Sorghum Research,Telangana,Arts,654,670,7.9,8.2,7.4,8.2,8,7.5,8.1
"St Joseph'S Degree And Pg College, Hyderabad",Telangana,Arts,654,670,7.8,8.2,6.4,8.4,7.5,8,8.1
